row_id,id,survey,q1,q29,q7,q60_1,q60_2,q60_3,q60_4,q25new,ideo5,dem_rep_oth,agegood,female,race_new,race_newF,faminc_new,educ,trust_in_science,covid_know,covid_subj_know,relig_scale,faminc_new.NA,faminc_new_Imp,covid_subj_know.NA,covid_subj_know_Imp,covid_know.NA,covid_know_Imp,ideo5.NA,ideo5_Imp,percdist,q60_1_rank,q60_2_rank,q60_3_rank,q60_4_rank,q25new_rank,avg_perc_rank,covmh,ps,orig_id,bm,match_id,rankperc,grp,q100,q22,q59_1,q60_1a,q60_2a,q60_3a,q60_4a,bmF,q1_c,q60_1a_c,q60_2a_c,q60_3a_c,q60_4a_c,q60_1a_rank,q60_2a_rank,q60_3a_rank,q60_4a_rank,q100_rank,q25_new_rank,q1_rank,q22_rank,q59_1_rank,q59_1_rank_inv
5822,5822,7,3,6,1,1,2,2,4,2,5,2,69,1,3,3,8,3,4,0.75,NA,0.28922225947033187,0,8,1,3.444,0,0.75,0,5,5.828606782502797,76,277,170.5,819,583,335.625,5.1628662544136,976.521685335042,1269062203,356,1461,0,0,NA,1,3,0,1,1,3,356,0,-0.5,-1,-1.5,-0.5,0,0,0,0,1,0.5,0.5,0,0,1
5836,5836,7,4,4,2,6,6,6,5,6,4,3,50,0,4,4,9,6,4,0.875,NA,0.2226505754832942,0,9,1,3.444,0,0.875,0,4,2.8064124996295474,1625.5,1790,1807,1441.5,1803,1666,5.92670295175971,1022.7773621526137,1268563241,357,1475,1,1,NA,20,3,5,5,5,4,357,-0.5,1,1,1.5,1,1,1,1,1,0,1,0,0,0,1
5847,5847,7,5,3,5,4,4,3,3,2,3,3,41,0,4,4,12,6,4,0.625,NA,0.46837635489998886,0,12,1,3.444,0,0.625,0,3,2.4770188501791384,958,1027.5,445.5,312.5,583,685.875,9.1341703278931,1114.535880109181,1269062821,357,1486,0,0,NA,52,4,3,3,2,2,357,0.5,-1,-1,-1.5,-1,0,0,0,0,1,0,1,1,1,0
5856,5856,8,3,5,1,4,4,5,4,2,3,3,42,0,1,1,5,2,3,NA,2,0.536149290423511,0,5,0,2,1,0.7488231338264963,0,3,2.2658173330031435,958,1027.5,1460.5,819,583,1066.25,12.205713965893544,893.3909953060758,1297706273,358,1495,0,1,1,4,4,3,3,4,3,358,-0.5,0,-0.5,0,-0.5,0.5,0,0.5,0,0,0,0,0,1,0
6032,6032,8,4,5,4,4,5,5,5,4,3,3,33,0,1,1,5,3,2.5,NA,2,0.3669125041904123,0,5,0,2,1,0.7488231338264963,0,3,1.3828259992117662,958,1478,1460.5,1441.5,1378,1334.5,10.040219965551161,892.0299368606012,1301749839,358,1671,1,0,4,64,2,3,4,4,4,358,0.5,0,0.5,0,0.5,0.5,1,0.5,1,1,1,1,1,0,1
5859,5859,8,5,6,5,7,5,5,4,5,3,3,73,1,1,1,5,5,5,NA,2,0.18043915521287296,0,5,0,2,1,0.7488231338264963,0,3,4.513343173077745,1913,1478,1460.5,819,1636,1417.625,15.152924747455124,1324.3563489004275,1297831405,359,1498,1,1,5,6,3,6,4,4,3,359,0.5,1.5,0.5,0,-0.5,1,1,0.5,0,1,1,1,0,0.5,0.5
5917,5917,8,4,3,5,4,4,5,5,2,3,3,65,1,1,1,8,5,5,NA,2,0.22144932394680972,0,8,0,2,1,0.7488231338264963,0,3,1.160989735928448,958,1027.5,1460.5,1441.5,583,1221.875,13.362298743312847,1294.2222076836679,1297741665,359,1556,0,0,3,51,3,3,3,4,4,359,-0.5,-1.5,-0.5,0,0.5,0,0,0.5,1,0,0,0,1,0.5,0.5
5863,5863,8,5,6,5,7,4,4,4,5,2,1,62,0,1,1,4,3,5,NA,5,0.536149290423511,0,4,0,5,1,0.7488231338264963,0,2,6.079302681287118,1913,1027.5,926,819,1636,1171.375,12.026404690683883,1342.8617109033955,1297870871,360,1502,1,1,5,9,4,6,3,3,3,360,1,3,1.5,0.5,0.5,1,1,1,1,0.5,1,1,1,1,0
6222,6222,8,3,4,5,1,1,3,3,3,1,1,65,0,1,1,2,2,5,NA,5,0.3666610794502179,0,2,0,5,1,0.7488231338264963,0,1,5.471126043771578,76,50,445.5,312.5,1060,221,15.012712597413557,1220.479937623481,1305696941,360,1861,0,0,5,5,3,0,0,2,2,360,-1,-3,-1.5,-0.5,-0.5,0,0,0,0,0.5,0,0,0,0,1
5865,5865,8,5,4,4,5,4,3,4,2,2,1,74,0,1,1,11,5,5,NA,3,0.42418147279025586,0,11,0,3,1,0.7488231338264963,0,2,3.239588069928555,1281.5,1027.5,445.5,819,583,893.375,15.75838580590911,1296.4326326396313,1297847793,361,1504,0,1,3,5,4,4,3,2,3,361,0,-0.5,-1,-1.5,-0.5,0,0,0,0,0.5,0,0.5,1,1,0
5907,5907,8,5,6,4,6,6,6,5,6,1,1,65,0,1,1,9,5,5,NA,3,0.536149290423511,0,9,0,3,1,0.7488231338264963,0,1,2.8064124996295474,1625.5,1790,1807,1441.5,1803,1666,15.66967774933787,1238.857522416902,1298421807,361,1546,1,0,3,2,2,5,5,5,4,361,0,0.5,1,1.5,0.5,1,1,1,1,0.5,1,0.5,0,0,1
5867,5867,8,1,3,3,2,3,3,4,2,3,1,52,1,1,1,1,5,4.5,NA,3,0.536149290423511,0,1,0,3,1,0.7488231338264963,0,3,2.0089766976944374,359.5,603,445.5,819,583,556.75,15.93094133642183,997.5388487839214,1297870889,362,1506,0,1,3,49,3,1,2,2,3,362,-1.5,-1,-0.5,-0.5,0,0,0,0,0.5,0,0,0,1,0,1
6165,6165,8,4,6,5,4,4,4,4,4,2,1,45,1,1,1,4,6,4.5,NA,3,0.536149290423511,0,4,0,3,1,0.7488231338264963,0,2,0.11009000544638266,958,1027.5,926,819,1378,932.625,14.525135282715805,1159.1961683384684,1304415553,362,1804,1,0,5,48,4,3,3,3,3,362,1.5,1,0.5,0.5,0,1,1,1,0.5,1,1,1,0,1,0
5869,5869,8,4,5,5,5,6,6,4,5,3,3,46,1,1,1,12,5,4.5,NA,5,0,0,12,0,5,1,0.7488231338264963,0,3,7.277486030474051,1281.5,1790,1807,819,1636,1424.375,13.068062674421771,1302.484359962388,1297306465,363,1508,0,1,4,48,4,4,5,5,3,363,-0.5,-1,-0.5,-0.5,-1.5,0,0,0,0,0,1,0,1,0,1
5982,5982,8,5,6,5,7,7,7,7,4,3,3,46,1,1,1,9,4,5,NA,5,0.09523410436920325,0,9,0,5,1,0.7488231338264963,0,3,5.635722900745574,1913,1960,1967.5,1971,1378,1952.875,10.910869204114459,1283.4912499813486,1297931613,363,1621,1,0,5,13,5,6,6,6,6,363,0.5,1,0.5,0.5,1.5,1,1,1,1,1,0,1,0,1,0
5873,5873,8,5,6,1,5,4,3,2,6,1,3,25,0,1,1,2,6,4.5,NA,3,0.536149290423511,0,2,0,3,1,0.7488231338264963,0,1,6.75768086237118,1281.5,1027.5,445.5,118,1803,718.125,18.50869243309833,1108.6638510069108,1298013741,364,1512,0,1,1,75,4,4,3,2,1,364,0,-0.5,-1,-1.5,-2,0,0,0,0,0,1,0.5,1,0.5,0.5
5972,5972,8,5,6,3,6,6,6,6,3,1,3,31,0,1,1,5,6,4.5,NA,3,0.46837635489998886,0,5,0,3,1,0.7488231338264963,0,1,2.4122055070390434,1625.5,1790,1807,1815,1060,1759.375,14.21254584539241,1149.2677285656143,1299848291,364,1611,1,0,3,5,4,5,5,5,5,364,0,0.5,1,1.5,2,1,1,1,1,1,0,0.5,0,0.5,0.5
5874,5874,8,5,6,5,4,4,4,4,4,3,3,48,0,1,1,12,5,4.5,NA,4,0.32271762208067944,0,12,0,4,1,0.7488231338264963,0,3,0.11009000544638266,958,1027.5,926,819,1378,932.625,8.676241253624339,1237.9852193781344,1298002589,365,1513,0,1,5,20,1,3,3,3,3,365,0.5,-1,-1,-1,-0.5,0,0,0,0,1,1,1,1,0,1
6300,6300,8,4,6,5,6,6,6,5,2,3,3,49,0,1,1,12,6,4.5,NA,4,0.46837635489998886,0,12,0,4,1,0.7488231338264963,0,3,2.8064124996295474,1625.5,1790,1807,1441.5,583,1666,10.426101722370333,1300.653797101206,1309701051,365,1939,1,0,4,12,3,5,5,5,4,365,-0.5,1,1,1,0.5,1,1,1,1,0,0,0,0,1,0
5879,5879,8,5,6,5,5,4,4,5,6,2,1,86,1,1,1,12,5,4.5,NA,4,0.42446083361269416,0,12,0,4,1,0.7488231338264963,0,2,1.7060736663250933,1281.5,1027.5,926,1441.5,1803,1169.125,11.877694902883361,1311.7476064401947,1297720329,366,1518,0,1,5,13,3,4,3,3,4,366,0,-1,-1,-1,-0.5,0,0,0,0,0.5,1,0.5,1,1,0
6075,6075,8,5,4,5,7,6,6,6,4,2,1,86,1,1,1,9,6,5,NA,4,0.27042127612023686,0,9,0,4,1,0.7488231338264963,0,2,3.0828128464283084,1913,1790,1807,1815,1378,1831.25,10.528484520385229,1384.5829983434585,1302870413,366,1714,1,0,5,5,2,6,5,5,5,366,0,1,1,1,0.5,1,1,1,1,0.5,0,0.5,0,0,1
