caseid,caseid_13,caseid_14,caseid_15,brow13_participant,brow14_participant,brow15_participant,weight_RI,q60_treat,q115_treat,q1,q4_1,q4_2,q4_3,q4_4,q4_5,q4_6,q113,q114_1,q114_2,q114_3,q114_4,q114_5,q114_6,q6,q7,q100,q8,q101,q9,q102,q10,q103,q103_free_response,q14,q14_t,q116,q104,q104_free_response,q105,q106,q56_1,q56_2,q56_3,q56_4,q56_5,q56_6,q56_7,q56_8,q56_9,q56_10,q56_11,q56_12,q56_13,q107,q108,q23_1,q23_2,q23_3,q23_4,q23_5,q23_11,q23_7,q23_8,q23_9,q23_12,q23_10,q23_follow_up,q25,q26,q18,q58_1,q58_2,q58_3,q58_4,q58_5,q58_6,q58_7,q58_8,q59_1,q59_2,q59_3,q59_4,q59_5,q59_6,q60_1,q60_2,q60_3,q60_4,q61,q20,q53,q21,q22,q109,q110,q111,q112,q29,q29_why_not,q30,q32,q33,q36,q46,q115_family,q115_community,genhealth,insurtype_multiple_1,insurtype_multiple_2,insurtype_multiple_3,insurtype_multiple_4,insurtype_multiple_5,insurtype_multiple_99,pp_smoke100,birthyr,gender_client,race,educ,marstat,employ,faminc_new,pid3,pid7,presvote16post,turnout20post,presvote20post,inputzip,county_RI,inputstate,votereg,ideo5,newsint,religpew,pew_churatd,pew_bornagain,pew_religimp,pew_prayer,starttime,endtime,both
1305965679, , , ,2,2,2,1.26656631118026,1,1,5,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,4,4,2,2,Because of COVID,6,__NA__,1,9,__NA__,3,3,1,1,2,2,2,2,2,2,1,2,2,2,2,3,5,4,4,2,3,4,4,3,3,1,3,1,__NA__,3,2,4,4,4,4,4,4,4,4,4,3,3,3,2,3,3,5,6,6,5,1,2,200000,26,17,2,3,10,9,5,__NA__,4,1,4,1,2,2,9,4,1,2,2,2,2,2,2,1971,2,1,6,1,1,9,3,5,2,1,1,2879,9,44,1,3,2,1,1,1,1,1,12/19/2020 0:24:06,12/19/2020 0:34:15, 
1305965277, , , ,2,2,2,1.06954607713034,2,2,3,2,2,2,2,1,2,3,2,2,1,1,2,2,3,1,1,4,2,4,4,3,4,Haven’t had the opportunity to dine out,1,__NA__,9,9,__NA__,3,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3,3,3,2,3,4,4,2,3,4,4,2,__NA__,4,2,3,3,3,4,4,4,4,3,4,4,4,2,2,2,4,4,5,4,4,1,5,-8,15,2,2,2,2,25,3,__NA__,1,1,2,2,2,9,1,2,1,2,2,2,2,2,2,1985,2,1,5,1,7,8,2,6,2,1,2,2864,7,44,1,3,4,2,2,2,3,6,12/19/2020 0:20:19,12/19/2020 0:34:45, 
1305986531, , , ,2,2,2,.56319821584016,1,2,5,1,1,2,2,2,2,3,2,1,1,2,2,2,4,4,4,5,4,4,4,3,2,Because of covid,13,__NA__,2,3,No reason,2,3,1,2,2,2,2,2,2,2,2,1,2,2,2,3,3,5,5,4,4,4,4,5,4,4,4,4,Bad reaction,5,2,2,4,4,4,4,4,4,4,4,4,2,2,3,2,2,5,5,6,5,1,2,-8,58,45,2,2,60,56,5,__NA__,5,2,9,2,1,9,2,3,2,1,2,2,2,2,2,2001,2,1,3,5,2,4,3,4,7,1,1,2888,3,44,1,2,2,11,3,2,3,5,12/19/2020 0:41:28,12/19/2020 0:46:36, 
1305986971, , , ,2,2,2,.607975329756811,2,2,5,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,5,1,4,Because of civic.,16,__NA__,2,3,To stay safe.,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,5,4,4,2,2,4,4,2,2,2,4,2,__NA__,7,2,1,4,4,4,4,4,4,4,4,2,2,2,1,2,2,7,7,6,7,1,2,350000,73,50,2,2,24,20,6,__NA__,2,2,9,1,2,9,2,4,1,2,2,2,2,2,1,1951,2,1,6,3,1,6,1,1,1,1,1,2910,7,44,1,2,1,2,2,2,1,2,12/19/2020 0:45:04,12/19/2020 1:19:26, 
1305477233, ,1238020587,1266880117,2,1,1,.389221209260902,2,1,5,2,1,2,2,2,2,3,2,2,2,2,2,1,5,5,3,5,3,5,5,4,2,Not safe do to otherwise.,17,__NA__,1,9,__NA__,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,4,5,5,5,1,1,2,4,1,5,1,4,1,__NA__,6,1,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,7,6,6,6,1,5,1200,6,0,2,2,5,1,6,__NA__,6,2,9,1,2,2,9,2,1,2,2,2,2,2,1,1939,1,1,3,1,1,12,1,1,1,1,1,2852,9,44,1,2,1,2,2,2,1,2,12/19/2020 1:35:00,12/19/2020 1:50:58,1
1305752115, , , ,2,2,2,.325867690890856,1,1,4,1,2,2,1,2,2,4,9,9,9,9,9,9,4,3,3,5,3,4,4,1,4, ,21,Logistics,1,9,__NA__,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,4,5,4,2,3,3,4,1,4,2,3,2,__NA__,3,2,5,4,5,4,2,4,4,4,5,2,2,2,2,3,4,6,4,5,5,1,2,300000,8,25,2,2,5,1,5,__NA__,2,2,9,2,2,1,9,2,1,2,2,2,2,2,2,1990,2,1,6,5,1,9,3,4,3,1,1,2885,1,44,1,3,3,11,6,2,4,7,12/19/2020 1:28:35,12/19/2020 2:32:49, 
1306088431, , , ,2,2,2,.738103292495055,1,2,4,2,1,2,1,2,2,2,2,2,2,2,1,2,4,3,2,5,1,1,1,3,2,I don't want to wear masks and worry about finding a seat.,21,student,2,2,"Because of the on-going virus, the cold weather, and my health issues.",4,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,5,3,2,3,1,1,2,3,4,4,5,5,__NA__,2,3,1,5,5,4,4,4,3,3,3,3,3,5,4,4,5,4,3,5,6,1,7,9000,47,54,4,2,24,43,1,I'm scared. I'm afraid. I have mental health issues.,1,2,9,2,1,9,1,5,2,2,2,2,1,2,2,1975,1,1,5,5,8,97,2,7,2,1,2,2914,7,44,1,5,1,2,2,2,1,1,12/19/2020 2:22:26,12/19/2020 2:42:11, 
1306080317, , , ,2,2,2,.348846985521796,2,2,4,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,3,5,5,4,4,5,4,for safety,21,call center,2,3,easier to work from the office,3,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3,5,4,4,3,3,4,3,2,3,1,3,2,__NA__,2,1,5,4,4,4,4,4,4,4,4,3,2,3,3,2,3,6,6,6,6,3,7,300000,60,51,2,2,29,30,4,__NA__,3,2,9,1,2,9,2,4,2,1,2,2,2,2,2,1955,2,1,5,1,1,8,3,4,1,1,1,2828,7,44,1,3,4,2,5,2,2,2,12/19/2020 2:09:08,12/19/2020 2:47:12, 
1306107137, , , ,2,2,2,1.22685421715142,2,2,4,2,2,2,2,1,2,3,2,1,1,2,2,2,4,4,3,5,4,3,3,3,2,Because being afraid of passing it to others,16,__NA__,1,9,__NA__,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,3,5,2,2,__NA__,4,1,2,3,4,4,4,4,4,4,4,4,4,3,2,2,4,4,4,5,5,2,6,20000,78,76,2,2,47,65,6,__NA__,2,1,5,1,1,9,2,2,2,2,2,2,1,2,1,1986,2,1,3,2,3,5,2,6,2,1,2,2893,3,44,1,4,2,2,4,2,2,3,12/19/2020 2:34:27,12/19/2020 2:51:02, 
1306148611, , , ,2,2,2,.880355297397351,2,1,4,2,2,2,2,2,1,3,2,2,2,2,2,1,5,4,4,5,5,4,4,1,2,Preference,13,__NA__,1,9,__NA__,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,5,5,4,4,2,3,4,4,4,4,3,3,4,__NA__,1,2,3,3,4,3,4,4,4,3,3,3,4,5,4,2,2,3,5,4,4,2,7,250000,15,19,2,2,4,9,6,__NA__,4,2,9,2,2,1,9,2,1,2,2,2,2,2,2,1970,2,1,2,5,1,4,3,4,2,1,2,2895,7,44,1,3,3,2,2,2,1,2,12/19/2020 3:47:07,12/19/2020 3:56:09, 
1306148565, , , ,2,2,2,1.87097857962607,1,2,3,2,2,2,2,2,1,2,2,1,2,2,2,2,5,5,5,5,5,5,5,2,3,I don't know,21,I don't work,2,3,I don't know,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,3,3,3,3,3,3,3,3,3,3,3,__NA__,4,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,3,5,10,51,50,1,2,51,53,4,__NA__,4,2,9,1,2,9,2,3,2,2,1,2,2,2,2,1996,1,1,2,5,4,1,3,4,7,2,6,2863,7,44,2,6,3,11,6,1,3,7,12/19/2020 3:46:33,12/19/2020 3:56:54, 
1306148317, , , ,2,2,2,.532279074433337,1,2,4,2,2,2,1,1,2,3,2,1,1,2,2,2,5,5,4,5,4,4,4,2,2,You are in enclosed space with multiple people/families and waitstaff goes around to other tables. Not enough precautions,1,__NA__,9,9,__NA__,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,4,5,4,1,1,4,4,1,1,1,3,2,__NA__,4,1,5,5,5,5,5,5,5,5,5,1,2,2,3,1,4,3,3,3,4,3,4,-8,40,20,1,2,50,20,6,__NA__,4,2,9,2,2,9,2,3,2,2,2,2,1,2,2,1975,2,1,3,5,4,4,1,1,1,1,1,2888,3,44,1,1,3,7,6,2,4,5,12/19/2020 3:43:27,12/19/2020 4:06:26, 
1306148805, , , ,2,2,2,.821619021179339,1,1,4,2,2,1,2,1,2,2,2,2,2,1,2,2,5,3,1,5,3,4,4,3,2,More restrictions.,1,__NA__,9,9,__NA__,4,1,1,1,2,2,2,2,2,2,2,2,2,2,2,4,4,4,3,3,1,4,3,3,3,2,3,3,__NA__,4,1,4,4,4,4,3,4,4,3,4,2,2,4,3,2,2,5,5,5,4,2,7,300000,5,3,2,2,10,4,5,__NA__,4,2,9,1,2,2,9,1,2,1,2,2,2,2,2,1948,1,1,5,4,5,5,2,7,2,1,2,2886,3,44,1,5,2,2,6,2,4,6,12/19/2020 3:48:58,12/19/2020 4:13:55, 
1293337569,1179791207,1239603319,1262796913,1,1,1,1.29343301932368,1,2,4,2,1,2,2,2,2,3,2,2,2,2,2,1,3,4,3,5,2,2,2,6,3,Enjoy Eating Out,12,__NA__,2,3,Must Work To Make Money To Eat To Live,3,1,2,2,2,2,1,1,2,2,2,1,2,2,2,3,2,3,2,4,4,4,2,5,3,3,1,1,Don't Know The Side Effects Yet,3,2,3,3,3,3,4,4,4,4,4,3,4,3,3,3,4,4,4,3,5,2,6,350000,8,2,2,3,76,50,1,I Feel Great,1,2,9,2,2,9,2,2,2,2,1,2,2,2,2,1967,1,1,2,1,2,5,3,5,3,1,5,2919,7,44,1,3,4,2,4,2,2,2,12/19/2020 10:44:12,12/19/2020 10:56:49,1
1306472807, , , ,2,2,2,.640885075097219,2,2,5,2,1,2,1,2,2,3,2,2,1,1,2,2,4,4,4,5,3,5,3,2,3,Because I don't eat out much to begin with. If I do it's delivery only.,11,__NA__,2,2,Because hours were cut. Had to pick up 2 other jobs to make up for loss of pay,3,3,2,1,1,2,2,2,2,2,2,2,2,1,2,2,4,3,4,2,2,4,3,2,4,4,4,2,__NA__,4,2,4,3,4,4,4,4,4,3,4,4,3,3,3,3,2,6,6,6,6,1,5,314000,46,15,2,2,50,25,6,__NA__,5,2,9,1,1,9,2,2,2,2,1,2,2,2,2,1995,2,1,5,5,2,4,1,2,1,1,1,2906,7,44,1,3,3,2,4,2,2,5,12/19/2020 12:48:43,12/19/2020 13:11:08, 
1303324609, , , ,2,2,2,3.847099223833,1,1,1,2,2,2,2,2,1,4,9,9,9,9,9,9,5,5,3,5,5,5,2,2,4,Because it isn’t safe,8,__NA__,2,2,I don’t go at all due to pandemic,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,5,3,3,3,3,3,4,3,5,3,4,3,1,__NA__,2,2,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,2,3,5,5,5,4,1000000000,81,1,1,3,98,100,3,__NA__,1,1,1,1,2,2,9,1,2,1,2,2,2,2,1,1989,2,3,1,5,7,1,1,1,7,2,6,2895,7,44,1,4,1,11,5,2,2,7,12/19/2020 15:29:16,12/19/2020 15:40:35, 
1305207377, ,1246069391,1264664057,2,1,1,.787322038690591,1,2,3,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,5,2,4,I dont want to take any chances im high risk,1,__NA__,9,9,__NA__,4,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,4,5,5,1,1,5,5,1,1,1,3,1,__NA__,5,2,4,4,4,4,4,4,4,5,4,5,3,5,3,2,3,3,4,4,5,1,6,1000000,84,29,2,2,49,49,6,__NA__,6,1,5,1,2,9,2,5,2,2,2,2,1,2,1,1982,2,1,3,6,4,3,1,1,2,1,1,2889,3,44,1,2,1,2,4,2,2,3,12/19/2020 15:49:24,12/19/2020 16:03:43,1
1306590405, , , ,2,2,2,1.17303857499251,2,1,3,2,2,2,2,2,1,4,9,9,9,9,9,9,5,5,5,5,5,5,5,1,4,Don't want to expose my kids,1,__NA__,9,9,__NA__,4,3,2,2,2,2,1,2,1,2,1,2,2,2,2,3,1,5,5,4,1,4,4,5,2,4,4,2,That the text come positive,1,3,5,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,1,1,1,4,4,500000,90,99,4,2,50,53,1,Because I don't feel like am infected and I don't have no síntomas,3,2,9,2,2,2,9,1,1,2,2,2,2,2,2,1992,2,1,2,5,4,4,1,2,2,1,2,2860,7,44,1,6,7,2,4,1,1,8,12/19/2020 16:07:34,12/19/2020 16:28:23, 
1306448925, ,1237121391,1266197843,2,1,1,1.38875853780255,1,2,2,2,2,2,2,2,1,4,9,9,9,9,9,9,2,2,2,3,2,3,3,1,3,I am not afraid,1,__NA__,9,9,__NA__,4,1,2,2,2,1,2,2,2,2,1,1,2,2,2,4,3,4,2,3,3,2,3,4,3,4,3,4,__NA__,4,3,3,3,3,3,4,4,4,2,4,4,3,4,2,3,4,4,4,4,4,4,6,300000,25,5,2,2,5,25,2,__NA__,2,2,9,1,2,9,2,3,2,1,2,2,2,2,1,1952,2,1,2,4,5,4,2,7,2,1,2,2860,7,44,1,4,1,2,2,2,1,1,12/19/2020 19:03:02,12/19/2020 19:12:00,1
1307251873, , , ,2,2,2,.462403712739214,1,2,5,2,2,2,2,2,1,4,9,9,9,9,9,9,5,5,5,5,5,4,3,1,4,"Since March 2020, I have not eaten inside a restaurant. I have ordered take out.",2,__NA__,1,9,__NA__,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,4,5,5,5,1,1,4,4,1,4,1,4,1,__NA__,5,1,5,5,5,5,5,4,4,5,4,4,1,1,1,1,2,5,4,4,4,1,6,315000,32,9,2,2,9,10,6,__NA__,4,2,9,1,2,9,2,3,1,1,2,2,2,2,1,1954,2,1,3,3,1,8,1,2,1,1,1,2886,3,44,1,2,2,11,6,2,3,5,12/20/2020 18:45:27,12/20/2020 19:00:26, 
1307479161, , , ,2,2,2,1.95585281764479,2,1,3,2,2,2,2,1,2,3,1,2,2,2,2,2,5,3,4,5,3,4,3,3,4,Don’t want to catch covid,1,__NA__,9,9,__NA__,2,3,2,1,2,2,1,2,2,2,2,2,1,2,2,4,3,4,2,2,2,2,3,1,5,2,3,4,__NA__,6,1,4,3,3,3,3,3,3,3,3,4,3,4,3,4,3,4,4,4,4,4,7,200,25,17,2,2,24,44,5,__NA__,4,1,4,2,2,1,9,3,2,2,2,2,1,2,1,1987,1,1,2,3,4,97,5,3,7,2,6,2914,7,44,1,6,3,12,5,2,2,6,12/20/2020 19:09:51,12/20/2020 19:43:36, 
1307609001, , , ,2,2,2,2.27338866988537,2,1,1,2,1,2,2,1,2,3,1,2,2,2,2,2,4,3,3,5,3,5,5,3,2,Places aren’t open to dine in currently,1,__NA__,9,9,__NA__,2,3,1,2,2,2,2,2,2,2,2,1,1,2,2,4,1,4,4,3,2,4,3,2,4,3,3,2,__NA__,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,5,7,5000,64,10,1,1,94,93,2,__NA__,1,1,1,1,2,2,9,4,2,1,2,2,2,2,2,2002,2,2,1,5,4,1,5,4,7,2,6,2909,7,44,2,3,3,11,7,2,2,8,12/20/2020 23:22:15,12/20/2020 23:38:31, 
1306912597, , , ,2,2,2,1.00880492923567,2,1,5,2,2,2,2,1,2,2,2,2,2,2,1,2,4,3,3,5,3,3,2,3,2,They are all closed,1,__NA__,9,9,__NA__,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,5,5,4,1,1,5,4,3,3,2,3,1,__NA__,3,3,2,5,5,5,5,5,5,5,5,3,1,2,2,1,2,4,3,5,5,4,7,300,36,4,2,2,17,14,6,__NA__,2,2,9,2,2,2,9,2,2,1,2,2,2,2,2,1966,2,1,4,4,3,4,3,5,2,1,2,2920,7,44,1,4,1,1,5,1,2,1,12/21/2020 1:22:18,12/21/2020 1:36:49, 
1307860631, , , ,2,2,2,.287577991445003,1,2,4,2,2,2,2,2,1,4,9,9,9,9,9,9,5,3,5,5,4,3,5,1,4,Covid,21,Unemployment,2,2,Covid,4,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,4,4,4,2,2,4,3,4,5,5,3,3,__NA__,4,1,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,1,1,1,2,3,7,1000,64,55,1,1,55,55,3,__NA__,2,2,9,2,2,9,2,1,2,2,2,2,2,1,1,1996,2,3,2,5,4,1,3,4,3,2,6,2909,7,44,1,6,2,11,7,2,3,7,12/21/2020 6:10:41,12/21/2020 6:17:23, 
1308219013,1180125319, , ,1,2,2,.451355713208062,2,2,5,2,2,2,2,2,1,3,2,2,2,2,2,1,5,3,3,5,3,5,3,1,2,It's not safe,1,__NA__,9,9,__NA__,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,5,5,5,4,1,1,5,3,1,4,1,3,1,__NA__,5,1,4,4,4,4,4,4,4,4,4,4,3,4,2,1,3,5,4,4,4,1,7,300000,29,15,2,2,10,3,6,__NA__,6,2,9,2,2,9,2,2,1,2,2,2,2,2,2,1971,1,1,5,1,4,11,3,3,1,1,1,2908,7,44,1,1,1,11,6,2,4,7,12/21/2020 14:24:35,12/21/2020 14:38:06, 
1308368411,1178463687,1237008435,1267124497,1,1,1,.418442380106262,1,1,5,2,2,2,2,2,1,4,9,9,9,9,9,9,5,5,5,5,5,5,4,1,4,Dangerous,21,R&D,1,9,__NA__,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,5,5,5,5,1,1,4,5,1,3,1,3,1,__NA__,4,1,5,5,5,5,5,5,5,5,5,1,1,3,3,3,3,4,4,3,5,1,2,328000,6,6,2,2,5,2,6,__NA__,4,1,5,1,2,2,9,1,1,2,2,2,2,2,2,1985,1,1,6,1,1,11,2,7,7,1,1,2919,7,44,1,5,1,3,1,2,1,1,12/21/2020 17:26:20,12/21/2020 17:39:56,1
1308365727, , , ,2,2,2,.755856419515886,2,2,1,2,2,2,2,2,1,3,2,2,2,2,2,1,3,1,1,5,1,4,4,2,2,Money,11,__NA__,2,2,Covid 19,3,1,2,2,1,2,1,2,2,2,2,2,2,1,2,3,3,3,2,2,3,4,1,3,3,5,2,2,__NA__,3,3,1,1,1,1,1,1,1,1,1,5,3,3,3,3,3,2,4,4,5,5,7,0,28,1,1,3,97,99,6,__NA__,1,2,9,2,2,9,2,2,1,2,2,2,2,2,2,2001,2,1,2,5,4,2,2,7,7,2,6,2885,1,44,1,4,2,12,4,1,1,2,12/21/2020 16:59:05,12/21/2020 17:54:22, 
1302702077, ,1234698831,1265156199,2,1,1,.214558600403011,1,2,5,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,4,4,4,3,2,Threat has gotten worst,21,Retired,2,2,Retired,4,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,3,1,2,2,1,2,1,2,5,__NA__,6,1,2,3,3,3,1,3,4,4,5,4,3,4,2,1,2,7,4,4,4,1,7,320000,50,20,2,2,100,100,6,__NA__,4,2,9,1,2,9,1,4,2,1,2,1,2,2,1,1951,1,1,5,1,5,8,3,4,1,1,5,2896,7,44,1,2,2,2,5,2,2,3,12/21/2020 19:27:06,12/21/2020 19:54:17,1
1308368213,1179791121, , ,1,2,2,.864187575750834,1,1,5,2,1,2,2,2,2,4,9,9,9,9,9,9,5,5,5,5,5,5,5,2,2,"Because of the severity of the virus we are going out into the public to shop for groceries, pharmacy items, other daily living supplies, take out restaurant meals to go often, attend church and eat at at indoor restaurant once in awhile now that it is freezing in RI. We dined outdoors lots in the warmer weather and visited outdoor activities like zoos and parks.",1,__NA__,9,9,__NA__,4,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,4,5,4,1,1,5,4,1,4,1,2,1,__NA__,2,2,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,7,7,7,6,2,7,300000,3,0,2,3,25,26,6,__NA__,4,1,1,1,2,1,9,4,2,1,2,1,2,2,2,1949,2,1,6,1,5,11,2,7,2,1,2,2839,7,44,1,5,1,1,2,1,1,1,12/21/2020 18:13:27,12/21/2020 19:55:05, 
1308369543, ,1240313911, ,2,1,2,1.37962584255247,1,1,5,2,2,2,2,2,1,4,9,9,9,9,9,9,5,4,4,5,5,5,4,1,4,I haven’t eaten at an indoor restaurant since March. I won’t until this is behind us.,21,Self employed consultant and crafter working from home.,1,9,__NA__,4,3,1,2,2,1,2,2,1,2,2,2,2,2,2,4,5,5,4,1,3,4,5,1,2,1,4,3,__NA__,6,2,5,5,5,5,4,3,3,4,3,4,1,2,2,1,2,6,5,5,5,1,4,238000,14,23,2,2,6,3,6,__NA__,2,1,5,1,2,2,9,3,2,2,2,2,1,2,2,1966,2,1,6,3,7,4,1,1,1,1,1,2919,7,44,1,1,1,1,5,2,2,3,12/21/2020 20:20:48,12/21/2020 20:38:02, 
1308368437, , , ,2,2,2,.200635419226989,2,2,5,2,2,2,2,1,2,3,2,2,2,1,2,2,5,3,3,5,4,4,4,1,3,We don’t eat out often. We prefer to cook,2,__NA__,2,3,I do homecare,3,3,2,1,2,2,1,2,2,2,1,2,2,2,2,2,5,4,4,1,1,1,3,1,2,1,3,1,__NA__,3,1,4,4,4,4,3,3,4,4,4,3,2,3,2,3,3,5,4,4,4,1,6,-8,66,84,2,2,52,44,6,__NA__,6,1,5,1,2,9,2,2,2,1,2,2,1,2,1,1969,2,1,4,1,1,5,3,3,6,1,1,2860,7,44,1,4,4,1,2,1,1,1,12/21/2020 23:33:13,12/22/2020 0:38:50, 
1307939385, ,1246867925, ,2,1,2,1.02518781379422,1,1,3,2,2,2,2,2,1,3,2,2,2,2,2,1,5,5,5,5,5,5,5,2,3, ,18,__NA__,2,3, ,4,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,5,3,2,3,3,1,2,2,3,5,2,4,__NA__,7,2,3,3,3,3,3,2,2,2,3,3,3,5,3,4,8,2,6,4,4,4,6,300000,37,26,2,1,47,24,4,__NA__,4,2,9,2,2,2,9,3,2,2,1,2,2,2,1,1964,2,1,1,6,1,5,1,2,7,2,6,2895,7,44,2,6,2,11,5,2,4,7,12/22/2020 1:40:30,12/22/2020 3:08:15, 
1308839385, , , ,2,2,2,.333071940329182,2,2,4,1,1,2,2,1,2,3,2,2,1,1,2,2,4,2,2,5,4,3,3,5,2, ,1,__NA__,9,9,__NA__,3,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,4,2,2,4,3,4,3,4,3,4,4,4,Death,3,3,4,4,1,3,1,4,4,4,5,2,4,2,3,2,2,3,3,6,5,4,3,250000,67,62,3,2,67,66,4,__NA__,4,2,9,2,2,9,2,4,2,1,2,2,2,2,2,1983,1,1,6,1,1,11,2,6,3,1,2,2871,5,44,1,3,2,8,3,2,4,5,12/22/2020 4:27:27,12/22/2020 4:32:41, 
1307877357,1179791097,1238894891,1264696007,1,1,1,.957410043869606,2,1,4,2,2,2,2,2,1,2,2,2,2,2,2,1,5,5,5,5,5,5,3,3,2,State rules related to restaurants,18,__NA__,2,3,I'm an essential worker,2,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,5,5,5,1,1,5,5,1,1,1,5,1,__NA__,5,2,5,5,5,3,3,4,4,5,3,3,1,1,1,1,3,6,3,3,5,5,2,300000,3,6,2,2,6,3,6,__NA__,2,2,9,1,2,1,9,3,1,2,2,2,2,2,2,1986,1,1,5,5,1,10,3,4,1,1,1,2878,5,44,1,1,2,1,5,2,3,6,12/21/2020 10:17:35,12/22/2020 5:34:17,1
1309209721, , , ,2,2,2,.631382815544683,1,2,3,2,1,2,2,2,2,3,2,2,2,2,2,1,4,2,2,5,2,4,4,2,2,Because of covid19,1,__NA__,9,9,__NA__,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,3,3,4,3,3,3,2,4,1,3,3,3,2,__NA__,3,3,4,3,3,3,4,4,4,3,4,4,3,3,3,3,3,2,3,4,4,4,7,250000,32,39,1,3,88,71,5,__NA__,4,1,4,1,2,9,2,4,2,1,2,2,2,2,1,1983,2,1,2,5,4,2,1,2,1,1,1,2878,5,44,1,3,2,2,2,2,2,3,12/22/2020 12:28:53,12/22/2020 12:43:24, 
1303191337,1178342471,1237076587, ,1,1,2,.348846985521796,2,1,5,2,2,2,2,2,1,4,9,9,9,9,9,9,5,4,4,5,4,4,5,3,2,COVID 19,21,retired,2,3,retired,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,4,5,3,3,1,1,5,3,1,1,1,3,1,__NA__,4,1,5,5,5,5,3,5,4,4,5,4,2,3,1,1,3,6,5,5,5,1,2,320000,25,52,2,2,70,6,6,__NA__,3,2,9,1,2,2,9,3,2,1,2,2,2,2,1,1952,2,1,5,1,5,8,1,1,1,1,1,2888,3,44,1,2,1,1,5,2,3,6,12/22/2020 12:58:14,12/22/2020 13:07:57, 
1309525953, , , ,2,2,2,.65699667051143,1,1,3,2,1,1,2,2,2,4,9,9,9,9,9,9,5,4,4,5,2,2,3,4,4,I work in a restaurant so I don’t go out to eat often,11,__NA__,2,2,Business has slowed down a lot,2,3,2,2,2,2,1,1,2,2,2,1,2,2,2,2,3,4,4,2,3,2,3,3,3,4,2,2,__NA__,2,1,4,2,4,4,4,4,4,3,3,4,4,3,3,3,3,2,3,3,4,4,6,-8,25,6,2,3,5,15,5,__NA__,2,1,4,1,2,2,9,3,2,2,2,2,1,2,1,1991,2,1,2,5,2,3,3,5,7,2,6,2895,7,44,2,4,4,2,6,2,3,5,12/22/2020 19:56:14,12/22/2020 20:09:29, 
1309565375, , , ,2,2,2,.759332800855535,2,2,3,2,2,2,2,2,1,4,9,9,9,9,9,9,5,5,4,5,5,5,5,2,4,COVID 19,1,__NA__,9,9,__NA__,4,3,2,2,2,2,2,2,2,2,2,2,2,2,1,5,4,3,2,4,1,4,3,2,4,1,3,1,It’s just a scary thought that the people giving the COVID testing aren’t changing their gloves after every patient,6,1,4,2,2,4,3,3,3,3,3,4,5,3,3,3,2,4,2,2,2,3,5,320000,50,16,1,3,10,50,6,__NA__,4,1,1,1,2,9,2,3,2,1,2,2,2,2,1,1989,2,3,3,1,2,6,1,1,1,1,1,2860,7,44,1,3,1,1,7,2,1,1,12/22/2020 20:54:25,12/22/2020 21:07:35, 
